#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Calothrix	Unknown	PCC 7507	NC_019682.1	4115209	4136142	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=4115209&end=4136142
Calothrix	Unknown	PCC 7507	NC_019682.1	4335375	4364787	crocagin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=4335375&end=4364787
Calothrix	Unknown	PCC 7507	NC_019682.1	4737534	4758365	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=4737534&end=4758365
Calothrix	Unknown	PCC 7507	NC_019682.1	5361861	5382827	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=5361861&end=5382827
Calothrix	Unknown	PCC 7507	NC_019682.1	6234711	6277765	nrps-like	false	laterocidine	8	BGC0002432	https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=6234711&end=6277765
Calothrix	Unknown	PCC 7507	NC_019682.1	6281074	6333583	t1pks hgle-ks hybrid	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=6281074&end=6333583
Calothrix	Unknown	PCC 7507	NC_019682.1	6521548	6565595	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019682.1&start=6521548&end=6565595
Nostoc	Unknown	PCC 7107	NC_019676.1	473630	495538	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=473630&end=495538
Nostoc	Unknown	PCC 7107	NC_019676.1	661861	704271	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=661861&end=704271
Nostoc	Unknown	PCC 7107	NC_019676.1	822198	874430	t1pks hgle-ks hybrid	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=822198&end=874430
Nostoc	Unknown	PCC 7107	NC_019676.1	2235956	2279031	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=2235956&end=2279031
Nostoc	Unknown	PCC 7107	NC_019676.1	2703553	2746123	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=2703553&end=2746123
Nostoc	Unknown	PCC 7107	NC_019676.1	3856504	3876813	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=3856504&end=3876813
Nostoc	Unknown	PCC 7107	NC_019676.1	4003674	4091762	nrps t1pks hybrid	false	anachelin	35	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=4003674&end=4091762
Nostoc	Unknown	PCC 7107	NC_019676.1	4153958	4164795	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=4153958&end=4164795
Nostoc	Unknown	PCC 7107	NC_019676.1	4393065	4413896	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=4393065&end=4413896
Nostoc	Unknown	PCC 7107	NC_019676.1	4831045	4851978	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=4831045&end=4851978
Nostoc	Unknown	PCC 7107	NC_019676.1	5241259	5264017	lassopeptide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=5241259&end=5264017
Nostoc	Unknown	PCC 7107	NC_019676.1	5675164	5697362	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=5675164&end=5697362
Nostoc	Unknown	PCC 7107	NC_019676.1	6202523	6223492	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019676.1&start=6202523&end=6223492
Chamaesiphon	minutus	PCC 6605	NC_019697.1	538909	581298	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=538909&end=581298
Chamaesiphon	minutus	PCC 6605	NC_019697.1	776418	797702	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=776418&end=797702
Chamaesiphon	minutus	PCC 6605	NC_019697.1	899176	979253	microviridin nrps hybrid	false	desmamide A/desmamide B/desmamide C	36	BGC0002625	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=899176&end=979253
Chamaesiphon	minutus	PCC 6605	NC_019697.1	1548266	1571710	indole	false	tjipanazole D/tjipanazole I/tjipanazole L/tjipanazole K/tjipanazole M	40	BGC0002482	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=1548266&end=1571710
Chamaesiphon	minutus	PCC 6605	NC_019697.1	1962294	1997674	napaa	false	rhizomide A/rhizomide B/rhizomide C	100	BGC0001758	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=1962294&end=1997674
Chamaesiphon	minutus	PCC 6605	NC_019697.1	2279785	2307680	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=2279785&end=2307680
Chamaesiphon	minutus	PCC 6605	NC_019697.1	2635393	2676542	t3pks	false	asukamycin	4	BGC0000187	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=2635393&end=2676542
Chamaesiphon	minutus	PCC 6605	NC_019697.1	2686899	2747830	nrps t1pks nrp-metallophore hybrid	false	anachelin	45	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=2686899&end=2747830
Chamaesiphon	minutus	PCC 6605	NC_019697.1	2927439	2979674	nrps-like t1pks nrps hybrid	false	hexose-palythine-serine/hexose-shinorine	42	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=2927439&end=2979674
Chamaesiphon	minutus	PCC 6605	NC_019697.1	4543029	4593715	indole nrps-like hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=4543029&end=4593715
Chamaesiphon	minutus	PCC 6605	NC_019697.1	5020783	5041716	terpene	false	capsular polysaccharide	13	BGC0000730	https://antismash-db.secondarymetabolites.org/area?record=NC_019697.1&start=5020783&end=5041716
Dactylococcopsis	salina	PCC 8305	NC_019780.1	1466768	1487698	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019780.1&start=1466768&end=1487698
Dactylococcopsis	salina	PCC 8305	NC_019780.1	3582227	3627402	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019780.1&start=3582227&end=3627402
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	741902	766592	lassopeptide	false	kijanimicin	4	BGC0000082	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=741902&end=766592
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	1208590	1238046	crocagin	false	O-antigen	14	BGC0000782	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=1208590&end=1238046
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	1753616	1807273	hgle-ks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=1753616&end=1807273
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	1894633	1917396	rre-containing lassopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=1894633&end=1917396
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	2078497	2171765	t1pks nrps hybrid	false	hapalosin	40	BGC0001467	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=2078497&end=2171765
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	3072523	3095534	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=3072523&end=3095534
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	3854248	3907067	hgle-ks t1pks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=3854248&end=3907067
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	4329268	4350255	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=4329268&end=4350255
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	4660991	4681924	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=4660991&end=4681924
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	4820220	4862587	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=4820220&end=4862587
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	4972016	5013732	nrps	false	ririwpeptide A/ririwpeptide B/ririwpeptide C	100	BGC0002286	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=4972016&end=5013732
Fischerella	Unknown	NIES-3754	NZ_AP017305.1	5644061	5698477	resorcinol hgle-ks hybrid	false	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP017305.1&start=5644061&end=5698477
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	233249	275895	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=233249&end=275895
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	369191	413087	mycosporine-like	false	hexose-palythine-serine/hexose-shinorine	42	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=369191&end=413087
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	1385098	1427778	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=1385098&end=1427778
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	2521491	2544690	spliceotide microviridin hybrid	false	PcpA	33	BGC0001733	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=2521491&end=2544690
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	3273207	3299072	lanthipeptide-class-ii proteusin hybrid	false	swinholide A	28	BGC0001795	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=3273207&end=3299072
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	3778886	3831696	hgle-ks	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=3778886&end=3831696
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	4934169	4954484	microviridin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=4934169&end=4954484
Calothrix	Unknown	NIES-3974	NZ_AP018254.1	5304356	5325289	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP018254.1&start=5304356&end=5325289
Synechococcus	Unknown	RSCCF101	NZ_CP035632.1	121449	142736	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035632.1&start=121449&end=142736
Synechococcus	Unknown	RSCCF101	NZ_CP035632.1	440836	481928	t3pks	false	hierridin B/hierridin C	42	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035632.1&start=440836&end=481928
Synechococcus	Unknown	RSCCF101	NZ_CP035632.1	566950	613778	t1pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035632.1&start=566950&end=613778
Synechococcus	Unknown	RSCCF101	NZ_CP035632.1	1811603	1822482	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035632.1&start=1811603&end=1822482
Synechococcus	Unknown	RSCCF101	NZ_CP035632.1	2291444	2302269	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035632.1&start=2291444&end=2302269
Synechococcus	Unknown	RSCCF101	NZ_CP035632.1	2530473	2551406	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035632.1&start=2530473&end=2551406
Synechococcus	Unknown	PH41509	NZ_VTLD01000017.1	19900	40809	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VTLD01000017.1&start=19900&end=40809
Synechococcus	Unknown	PH41509	NZ_VTLD01000019.1	13756	35010	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VTLD01000019.1&start=13756&end=35010
Planktothrix	Unknown	PCC 7811	NZ_LR882969.1	574934	638817	nrps-like nrps hybrid	false	aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C	85	BGC0000298	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882969.1&start=574934&end=638817
Planktothrix	Unknown	PCC 7811	NZ_LR882969.1	715390	810515	betalactone nrps hybrid	false	nostocyclopeptide A2	42	BGC0000397	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882969.1&start=715390&end=810515
Planktothrix	Unknown	PCC 7811	NZ_LR882969.1	2488157	2508976	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882969.1&start=2488157&end=2508976
Planktothrix	Unknown	PCC 7811	NZ_LR882969.1	2570846	2591773	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882969.1&start=2570846&end=2591773
Planktothrix	Unknown	PCC 7811	NZ_LR882969.1	3245173	3267123	terpene	false	anacyclamide A10	14	BGC0000472	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882969.1&start=3245173&end=3267123
Planktothrix	Unknown	PCC 7811	NZ_LR882969.1	3492230	3523667	cyanobactin	false	prenylagaramide B/prenylagaramide C	73	BGC0000479	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR882969.1&start=3492230&end=3523667
Planktothrix	Unknown	PCC 7811	NZ_CAJGUZ010000001.1	0	25173	t1pks	true	malyngamide C acetate	10	BGC0001970	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAJGUZ010000001.1&start=0&end=25173
Planktothrix	Unknown	PCC 7811	NZ_CAJGUZ010000001.1	64610	102871	t1pks transat-pks-like nrps-like hybrid	true	microcystin	33	BGC0001015	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAJGUZ010000001.1&start=64610&end=102871
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	244741	295699	t1pks nrps hybrid	false	jamaicamide A/jamaicamide B/jamaicamide C	11	BGC0001001	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=244741&end=295699
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	489771	500605	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=489771&end=500605
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	1434989	1455922	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=1434989&end=1455922
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	2231244	2251913	proteusin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=2231244&end=2251913
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	2807424	2823448	phosphonate	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=2807424&end=2823448
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	2851113	2893627	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=2851113&end=2893627
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	3128060	3172263	nrps	false	rhizomide A/rhizomide B/rhizomide C	100	BGC0001758	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=3128060&end=3172263
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	6132992	6264453	nrps t1pks hybrid	false	calicheamicin	6	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=6132992&end=6264453
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	6391564	6426656	cyanobactin	false	tenuecyclamide A/tenuecyclamide C	71	BGC0000480	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=6391564&end=6426656
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	6492692	6571533	t1pks nrps hybrid	false	anachelin	45	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=6492692&end=6571533
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	6857199	6901549	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=6857199&end=6901549
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	7219065	7263778	nrps	false	desmamide A/desmamide B/desmamide C	18	BGC0002625	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=7219065&end=7263778
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	7274874	7296794	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=7274874&end=7296794
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	7767548	7820285	t1pks hgle-ks hybrid	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=7767548&end=7820285
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	7851011	7901682	t1pks nrps hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=7851011&end=7901682
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8079598	8102895	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8079598&end=8102895
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8258545	8289019	cyanobactin	false	tenuecyclamide A/tenuecyclamide C	100	BGC0000480	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8258545&end=8289019
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8299977	8320808	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8299977&end=8320808
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8393337	8436508	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8393337&end=8436508
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8670256	8712557	lanthipeptide-class-ii lanthipeptide-class-v hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8670256&end=8712557
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8802046	8895855	nrps-like nrps lap hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8802046&end=8895855
Tolypothrix	Unclassified	PCC 7601	NZ_CP064879.1	8921358	8976592	t1pks nrps nrps-like hybrid	false	scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2	46	BGC0002484	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064879.1&start=8921358&end=8976592
Prochlorococcus	marinus	XMU1410	NZ_JAAORH010000001.1	132551	153460	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAAORH010000001.1&start=132551&end=153460
Prochlorococcus	marinus	XMU1410	NZ_JAAORH010000001.1	568199	589483	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAAORH010000001.1&start=568199&end=589483
